TabellarischeAuswertung von: 01.11.2023 00:00:00 bis: 20.11.2023 00:00:00;;;;;
Sps_datum;Trocknung-Durchfluss  7A Netz 700.1 [m³/min];Trocknung-Durchfluss  7B Netz 800.1 [m³/min];Trocknung-Durchfluss 7A Netz 700.5 [m³/min];Trocknung-Durchfluss 7A Netz 700.6 [m³/min];Trocknung-Durchfluss 7C Netz 900.1 [m³/min]
18.11.2023 02:22:55;NaN;77,05;46,74;82,10;18,39
18.11.2023 02:37:55;NaN;62,35;44,57;74,98;18,08
18.11.2023 02:52:55;NaN;63,69;49,37;82,23;17,81
18.11.2023 03:07:55;NaN;97,29;53,56;96,76;38,90
18.11.2023 03:22:55;NaN;89,13;51,94;93,14;25,49
18.11.2023 03:37:55;NaN;88,47;51,11;88,07;46,60
18.11.2023 03:52:55;NaN;45,69;46,50;76,42;34,78
18.11.2023 04:07:55;NaN;84,73;50,09;91,74;30,91
18.11.2023 04:22:55;NaN;76,86;46,06;78,54;52,47
18.11.2023 04:37:55;NaN;95,26;54,10;99,06;39,17
18.11.2023 04:52:55;NaN;106,31;54,14;96,25;27,87
18.11.2023 05:07:55;NaN;59,47;47,47;79,96;45,96
18.11.2023 05:22:55;NaN;56,75;45,12;75,47;40,56
18.11.2023 05:37:55;NaN;70,92;47,85;85,34;29,67
18.11.2023 05:52:55;NaN;65,14;43,38;72,65;31,81
18.11.2023 06:07:55;NaN;67,64;50,70;87,73;24,52
18.11.2023 06:22:55;NaN;44,60;42,15;69,85;19,43
18.11.2023 06:37:55;NaN;27,14;42,17;68,23;18,62
18.11.2023 06:52:55;NaN;70,55;45,26;77,51;23,22
18.11.2023 07:07:55;NaN;77,11;51,01;87,35;35,83
18.11.2023 07:22:55;NaN;72,21;47,25;78,58;33,75
18.11.2023 07:37:55;NaN;94,58;51,05;88,56;30,54
18.11.2023 07:52:55;NaN;59,13;50,99;94,51;29,05
18.11.2023 08:07:55;NaN;82,16;47,25;78,11;32,06
18.11.2023 08:22:55;NaN;71,18;46,30;78,07;24,11
18.11.2023 08:37:55;NaN;49,23;46,07;74,12;20,70
18.11.2023 08:52:55;NaN;105,40;53,80;99,66;31,61
18.11.2023 09:07:55;NaN;97,54;54,07;93,83;28,13
18.11.2023 09:22:55;NaN;88,12;49,24;84,81;18,43
18.11.2023 09:37:55;NaN;40,93;43,23;70,28;27,16
18.11.2023 09:52:56;NaN;28,34;35,94;54,48;17,57
18.11.2023 10:07:56;NaN;59,83;53,03;95,75;31,02
18.11.2023 10:22:56;NaN;54,19;46,75;80,76;24,64
18.11.2023 10:37:56;NaN;69,87;50,73;86,91;23,00
18.11.2023 10:52:56;NaN;91,36;53,59;96,37;32,71
18.11.2023 11:07:56;NaN;74,12;51,75;90,96;30,26
18.11.2023 11:22:56;NaN;69,58;45,30;74,59;18,53
18.11.2023 11:37:56;NaN;55,09;52,69;93,19;26,52
18.11.2023 11:52:56;NaN;41,98;42,19;67,34;15,78
18.11.2023 12:07:56;NaN;89,92;50,07;87,58;26,44
18.11.2023 12:22:56;NaN;82,07;50,62;88,31;14,69
18.11.2023 12:37:56;NaN;39,14;45,73;76,21;26,08
18.11.2023 12:52:56;NaN;60,03;43,22;69,05;38,26
18.11.2023 13:07:56;NaN;82,57;44,91;74,90;9,55
18.11.2023 13:22:56;NaN;91,87;50,23;84,43;48,16
18.11.2023 13:37:56;NaN;101,03;45,81;79,44;11,24
18.11.2023 13:52:56;NaN;35,12;34,35;49,55;16,31
18.11.2023 14:07:56;NaN;29,06;25,18;29,82;9,21
18.11.2023 14:22:56;NaN;27,82;26,93;31,14;7,35
18.11.2023 14:37:56;NaN;26,05;24,51;26,83;6,66
18.11.2023 14:52:56;NaN;29,38;24,40;26,65;8,27
18.11.2023 15:07:56;NaN;28,61;27,03;31,22;7,82
18.11.2023 15:22:56;NaN;21,34;25,66;28,18;6,45
18.11.2023 15:37:56;NaN;20,03;24,04;24,74;5,47
18.11.2023 15:52:56;NaN;23,22;25,60;26,70;7,20
18.11.2023 16:07:56;NaN;24,94;24,31;24,93;7,91
18.11.2023 16:22:56;NaN;14,93;22,82;22,53;9,75
18.11.2023 16:37:56;NaN;14,42;23,26;23,23;9,84
18.11.2023 16:52:56;NaN;17,05;23,81;24,87;10,60
18.11.2023 17:07:56;NaN;15,41;21,34;20,67;10,07
18.11.2023 17:22:56;NaN;17,28;23,31;23,49;11,21
18.11.2023 17:37:56;NaN;12,38;20,64;18,57;9,35
18.11.2023 17:52:56;NaN;14,16;21,22;21,90;8,94
18.11.2023 18:07:56;NaN;11,02;18,98;16,84;9,01
18.11.2023 18:22:56;NaN;14,41;22,75;22,55;10,25
18.11.2023 18:37:56;NaN;11,40;18,69;16,39;8,59
18.11.2023 18:52:56;NaN;13,15;20,27;19,21;10,97
18.11.2023 19:07:56;NaN;12,62;25,23;24,99;9,27
18.11.2023 19:22:56;NaN;22,38;21,38;20,68;9,48
18.11.2023 19:37:56;NaN;14,75;21,30;19,97;10,37
18.11.2023 19:52:56;NaN;11,59;18,10;15,78;9,23
18.11.2023 20:07:56;NaN;12,29;18,81;17,03;9,95
18.11.2023 20:22:56;NaN;13,42;19,58;17,60;10,06
18.11.2023 20:37:57;NaN;10,67;19,03;17,49;9,00
18.11.2023 20:52:57;NaN;16,93;20,46;19,54;9,95
18.11.2023 21:07:57;NaN;25,95;24,38;25,86;13,03
18.11.2023 21:22:57;NaN;22,39;23,78;24,94;10,59
18.11.2023 21:37:57;NaN;18,29;20,12;18,35;8,91
18.11.2023 21:52:57;NaN;16,74;23,66;23,81;9,84
18.11.2023 22:07:57;NaN;19,33;23,45;25,07;10,38
18.11.2023 22:22:57;NaN;18,53;23,67;22,88;9,85
18.11.2023 22:37:57;NaN;14,67;17,74;17,38;5,55
18.11.2023 22:52:57;NaN;22,63;23,46;23,98;6,13
18.11.2023 23:07:57;NaN;15,80;19,68;18,28;5,87
18.11.2023 23:22:57;NaN;16,01;18,61;16,39;6,16
18.11.2023 23:37:57;NaN;17,28;18,13;16,34;6,71
18.11.2023 23:52:57;NaN;17,13;18,63;16,76;6,35
19.11.2023 00:07:57;NaN;15,47;17,58;14,92;5,64
19.11.2023 00:22:57;NaN;17,32;19,19;17,62;6,51
19.11.2023 00:37:57;NaN;16,96;19,00;16,30;5,58
19.11.2023 00:52:57;NaN;14,67;18,05;16,03;6,08
19.11.2023 01:07:57;NaN;15,87;17,79;15,17;5,63
19.11.2023 01:22:57;NaN;14,95;17,44;15,38;6,62
19.11.2023 01:37:57;NaN;13,84;16,63;13,81;5,30
19.11.2023 01:52:57;NaN;15,89;18,23;15,23;5,81
19.11.2023 02:07:57;NaN;18,12;20,90;18,29;6,25
19.11.2023 02:22:57;NaN;14,11;19,71;16,79;6,20
19.11.2023 02:37:57;NaN;14,75;18,45;15,76;6,84
19.11.2023 02:52:57;NaN;13,75;17,59;14,65;6,25
19.11.2023 03:07:57;NaN;19,41;20,21;18,93;8,29
19.11.2023 03:22:57;NaN;12,69;16,31;14,01;8,37
19.11.2023 03:37:57;NaN;19,07;20,02;18,07;8,47
19.11.2023 03:52:57;NaN;16,97;21,02;19,26;8,60
19.11.2023 04:07:57;NaN;12,62;15,77;13,33;7,90
19.11.2023 04:22:57;NaN;18,85;20,19;19,11;8,55
19.11.2023 04:37:57;NaN;13,06;16,47;13,27;8,14
19.11.2023 04:52:57;NaN;12,87;17,78;16,33;9,79
19.11.2023 05:07:57;NaN;15,03;19,39;17,00;9,92
19.11.2023 05:22:57;NaN;12,63;16,20;13,33;8,68
19.11.2023 05:37:57;NaN;17,92;19,78;17,71;9,47
19.11.2023 05:52:57;NaN;13,78;20,83;20,30;8,52
19.11.2023 06:07:57;NaN;18,92;20,93;18,42;10,34
19.11.2023 06:22:57;NaN;11,18;15,21;11,62;7,77
19.11.2023 06:37:57;NaN;14,84;18,14;14,74;8,44
19.11.2023 06:52:57;NaN;11,18;17,34;14,18;7,65
19.11.2023 07:07:57;NaN;12,31;18,64;15,15;8,28
19.11.2023 07:22:57;NaN;11,41;18,69;15,40;8,73
19.11.2023 07:37:58;NaN;13,47;18,58;15,91;9,09
19.11.2023 07:52:58;NaN;11,13;16,92;13,66;8,67
19.11.2023 08:07:58;NaN;15,79;20,99;17,84;9,25
19.11.2023 08:22:58;NaN;12,32;19,13;15,86;8,11
19.11.2023 08:37:58;NaN;9,75;16,66;12,89;8,68
19.11.2023 08:52:58;NaN;14,99;20,69;17,78;9,27
19.11.2023 09:07:58;NaN;12,50;18,55;15,56;8,41
19.11.2023 09:22:58;NaN;11,85;19,38;15,49;8,89
19.11.2023 09:37:58;NaN;13,01;19,39;15,99;8,34
19.11.2023 09:52:58;NaN;9,37;16,51;12,95;8,07
19.11.2023 10:07:58;NaN;7,16;13,11;8,85;5,72
19.11.2023 10:22:58;NaN;13,02;19,51;15,64;8,73
19.11.2023 10:37:58;NaN;12,37;20,38;16,15;9,23
19.11.2023 10:52:58;NaN;12,55;18,64;15,72;7,48
19.11.2023 11:07:58;NaN;12,47;20,04;15,37;7,18
19.11.2023 11:22:58;NaN;11,56;18,42;14,22;6,64
19.11.2023 11:37:58;NaN;12,54;20,13;16,09;7,17
19.11.2023 11:52:58;NaN;11,03;17,29;13,03;6,41
19.11.2023 12:07:58;NaN;12,26;19,51;14,70;6,90
19.11.2023 12:22:58;NaN;11,17;17,86;13,62;6,12
19.11.2023 12:37:58;NaN;11,34;18,88;13,90;6,26
19.11.2023 12:52:58;NaN;11,42;18,85;13,65;6,29
19.11.2023 13:07:58;NaN;23,60;22,19;16,24;5,98
19.11.2023 13:22:58;NaN;14,85;20,05;15,20;5,98
19.11.2023 13:37:58;NaN;16,59;21,47;15,73;6,43
19.11.2023 13:52:58;NaN;15,69;20,54;14,91;8,68
19.11.2023 14:07:58;NaN;13,31;22,52;17,09;7,03
19.11.2023 14:22:58;NaN;15,37;24,10;18,93;6,43
19.11.2023 14:37:58;NaN;18,64;24,00;18,77;6,42
19.11.2023 14:52:58;NaN;14,96;23,87;18,41;9,08
19.11.2023 15:07:58;NaN;14,62;23,18;17,36;5,85
19.11.2023 15:22:58;NaN;15,96;23,83;17,25;10,43
19.11.2023 15:37:58;NaN;13,86;21,27;15,25;6,30
19.11.2023 15:52:58;NaN;12,96;22,48;16,59;6,67
19.11.2023 16:07:58;NaN;15,76;24,20;18,34;7,05
19.11.2023 16:22:58;NaN;17,58;23,25;17,12;6,81
19.11.2023 16:37:58;NaN;15,36;25,89;20,26;7,03
19.11.2023 16:52:58;NaN;18,90;27,12;20,67;7,32
19.11.2023 17:07:58;NaN;17,66;25,30;19,08;5,84
19.11.2023 17:22:58;NaN;13,85;26,02;21,83;6,54
19.11.2023 17:37:58;NaN;11,92;25,99;18,89;6,36
19.11.2023 17:52:58;NaN;15,89;28,49;22,33;7,16
19.11.2023 18:07:58;NaN;14,60;27,33;19,71;15,14
19.11.2023 18:22:58;NaN;11,73;29,79;25,02;5,90
19.11.2023 18:37:59;NaN;15,04;25,33;18,54;6,77
19.11.2023 18:52:59;NaN;12,62;25,20;18,75;7,52
19.11.2023 19:07:59;NaN;18,64;27,68;22,83;6,99
19.11.2023 19:22:59;NaN;14,03;25,19;18,79;5,61
19.11.2023 19:37:59;NaN;18,71;27,36;22,18;6,66
19.11.2023 19:52:59;NaN;18,09;25,95;21,20;6,87
19.11.2023 20:07:59;NaN;14,06;25,86;21,93;7,00
19.11.2023 20:22:59;NaN;15,32;26,85;23,30;9,87
19.11.2023 20:37:59;NaN;8,38;29,54;27,06;5,72
19.11.2023 20:52:59;NaN;12,95;28,03;25,82;6,33
19.11.2023 21:07:59;NaN;26,30;35,00;37,82;8,16
19.11.2023 21:22:59;NaN;27,33;33,62;35,77;7,71
19.11.2023 21:37:59;NaN;27,87;30,93;28,66;8,75
19.11.2023 21:52:59;NaN;59,52;38,93;45,93;9,05
19.11.2023 22:07:59;NaN;60,23;42,22;55,89;21,27
19.11.2023 22:22:59;NaN;85,66;54,74;89,29;15,52
19.11.2023 22:37:59;NaN;82,73;58,73;95,31;20,67
19.11.2023 22:52:59;NaN;22,21;41,33;54,32;12,31
19.11.2023 23:07:59;NaN;78,38;53,27;81,46;12,78
19.11.2023 23:22:59;NaN;72,46;48,88;72,32;37,62
19.11.2023 23:37:59;NaN;93,84;53,53;85,04;20,41
19.11.2023 23:52:59;NaN;64,94;49,58;75,74;49,26
